Line_ID,Date,Melting_kWh,Core_Making_kWh,Moulding_kWh,Ladle_kWh,Processing_kWh,Total_Line_kWh,Solar_Used_kWh,Grid_Used_kWh
Line_3,2024-01-25,17140.03,403.74,4582.0,132.52,646.86,22905.15,10330.39,12574.75
Line_3,2024-01-26,17263.05,404.71,4614.77,138.6,646.03,23067.16,10415.9,12651.2
Line_3,2024-01-27,17001.58,416.86,4586.92,124.58,660.78,22790.72,10306.07,12484.62
Line_3,2024-01-28,2400.0,0.0,0.0,0.0,0.0,2400.0,1225.7,1174.3
Line_3,2024-01-29,17395.59,391.8,4665.67,123.14,665.89,23242.09,10540.74,12701.32
Line_3,2024-01-30,17114.08,401.31,4613.62,132.81,634.74,22896.56,10319.59,12576.98
Line_3,2024-01-31,17174.86,401.25,4634.86,125.28,658.23,22994.48,10546.04,12448.45
Line_3,2024-02-01,18724.72,466.58,5092.98,141.27,730.98,25156.53,11327.98,13828.55
Line_3,2024-02-02,18902.15,464.25,5059.09,137.04,714.45,25276.98,11399.64,13877.35
Line_3,2024-02-03,18735.94,466.9,5032.8,137.98,737.77,25111.39,11255.89,13855.51
Line_3,2024-02-04,2400.0,0.0,0.0,0.0,0.0,2400.0,1228.12,1171.88
Line_3,2024-02-05,18980.97,470.35,5044.53,127.84,704.14,25327.83,11430.47,13897.3
Line_3,2024-02-06,18862.01,461.95,5054.81,140.35,714.47,25233.59,11355.62,13877.96
Line_3,2024-02-07,18868.75,466.53,5101.03,149.79,721.35,25307.45,11418.06,13889.36
Line_3,2024-02-08,18608.38,460.46,5053.03,147.18,722.04,24991.09,11284.06,13707.01
Line_3,2024-02-09,19029.67,461.68,5061.51,142.42,722.48,25417.76,11455.87,13961.87
Line_3,2024-02-10,18783.66,458.98,5028.27,135.79,721.57,25128.27,11390.78,13737.43
Line_3,2024-02-11,2400.0,0.0,0.0,0.0,0.0,2400.0,1239.84,1160.16
Line_3,2024-02-12,18815.77,450.88,5002.43,142.58,703.79,25115.45,11476.14,13639.32
Line_3,2024-02-13,18691.99,474.65,5078.88,136.27,725.89,25107.68,11379.22,13728.42
Line_3,2024-02-14,18859.36,444.42,5087.35,136.62,724.67,25252.42,11497.48,13754.95
Line_3,2024-02-15,18723.32,455.64,5063.08,139.16,726.78,25107.98,11296.24,13811.8
Line_3,2024-02-16,18849.31,452.38,5056.58,148.6,734.39,25241.26,11520.0,13721.22
Line_3,2024-02-17,18726.79,458.24,5033.67,139.05,712.24,25069.99,11452.71,13617.26
Line_3,2024-02-18,2400.0,0.0,0.0,0.0,0.0,2400.0,1250.23,1149.77
Line_3,2024-02-19,18904.28,468.3,5068.94,133.67,711.73,25286.92,11187.52,14099.4
Line_3,2024-02-20,18820.32,472.67,5059.04,142.3,723.07,25217.4,11575.81,13641.64
Line_3,2024-02-21,18750.73,472.28,5073.12,138.76,730.75,25165.64,11605.78,13559.89
Line_3,2024-02-22,18760.54,448.84,5071.31,138.55,722.52,25141.76,11641.53,13500.18
Line_3,2024-02-23,18820.96,466.73,5084.17,139.69,713.83,25225.38,11626.72,13598.58
Line_3,2024-02-24,18846.4,464.84,5058.64,147.52,708.65,25226.05,11679.95,13546.12
Line_3,2024-02-25,2400.0,0.0,0.0,0.0,0.0,2400.0,1256.88,1143.12
Line_3,2024-02-26,18695.56,466.71,5034.09,133.61,713.25,25043.22,11447.53,13595.72
Line_3,2024-02-27,18826.06,461.56,5096.14,145.04,742.4,25271.2,11676.68,13594.57
Line_3,2024-02-28,18708.71,458.57,5088.32,139.57,718.54,25113.71,11463.94,13649.7
Line_3,2024-02-29,18803.91,460.24,5123.29,141.46,745.7,25274.6,11620.82,13653.76
Line_3,2024-03-01,18887.77,455.39,5043.28,135.67,731.41,25253.52,11680.77,13572.72
Line_3,2024-03-02,18566.61,459.15,5059.68,147.1,717.7,24950.24,11636.59,13313.64
Line_3,2024-03-03,2400.0,0.0,0.0,0.0,0.0,2400.0,1263.28,1136.72
Line_3,2024-03-04,18870.86,473.13,5058.09,138.37,726.54,25266.99,11672.68,13594.27
Line_3,2024-03-05,18700.74,453.3,5107.68,137.21,720.44,25119.37,11637.17,13482.16
Line_3,2024-03-06,18790.64,471.44,5059.32,140.6,709.77,25171.77,11618.35,13553.35
Line_3,2024-03-07,18901.89,456.87,5066.16,140.28,723.83,25289.03,11615.19,13673.82
Line_3,2024-03-08,18643.74,470.18,5038.37,144.08,717.05,25013.42,11662.29,13351.09
Line_3,2024-03-09,18766.1,444.89,5020.52,136.86,713.8,25082.17,11512.13,13570.05
Line_3,2024-03-10,2400.0,0.0,0.0,0.0,0.0,2400.0,1266.17,1133.83
Line_3,2024-03-11,18865.69,467.1,5060.84,142.01,736.2,25271.84,11665.6,13606.25
Line_3,2024-03-12,18757.68,445.98,5107.31,133.92,712.8,25157.69,11625.14,13532.5
Line_3,2024-03-13,18665.31,457.82,5067.11,139.58,726.56,25056.38,11119.59,13936.8
Line_3,2024-03-14,18766.67,469.39,5073.49,140.62,734.4,25184.57,11511.9,13672.71
Line_3,2024-03-15,18828.69,458.44,5111.57,145.75,708.39,25252.84,11749.91,13502.89
Line_3,2024-03-16,18767.04,473.03,5069.96,139.81,720.5,25170.34,11635.6,13534.71
Line_3,2024-03-17,2400.0,0.0,0.0,0.0,0.0,2400.0,1275.68,1124.32
Line_3,2024-03-18,18912.78,460.53,5068.16,140.9,729.42,25311.79,11664.74,13647.09
Line_3,2024-03-19,18834.87,451.54,5104.68,139.5,707.35,25237.94,11698.66,13539.24
Line_3,2024-03-20,18918.61,461.85,5060.71,137.39,711.76,25290.32,11776.76,13513.54
Line_3,2024-03-21,18701.99,465.91,5056.64,139.61,711.35,25075.5,11519.5,13556.05
Line_3,2024-03-22,18794.23,452.76,5073.37,135.16,715.57,25171.09,11688.79,13482.2
Line_3,2024-03-23,18724.11,456.82,5055.27,132.31,728.25,25096.76,11482.53,13614.11
Line_3,2024-03-24,2400.0,0.0,0.0,0.0,0.0,2400.0,1277.01,1122.99
Line_3,2024-03-25,18693.32,482.1,5024.9,139.36,718.83,25058.51,11586.89,13471.63
Line_3,2024-03-26,18746.91,470.17,5056.82,139.95,713.49,25127.34,11659.96,13467.3
Line_3,2024-03-27,18782.56,469.67,5077.04,135.58,732.45,25197.3,11740.75,13456.49
Line_3,2024-03-28,18781.66,468.39,4995.97,140.18,741.02,25127.22,11687.17,13440.04
Line_3,2024-03-29,18850.13,462.71,5081.59,141.94,708.42,25244.79,11754.79,13490.13
Line_3,2024-03-30,18702.87,434.58,5044.7,141.67,712.68,25036.5,11762.63,13273.86
Line_3,2024-03-31,2400.0,0.0,0.0,0.0,0.0,2400.0,1279.43,1120.57
Line_3,2024-04-01,15522.4,330.95,4169.77,117.38,577.24,20717.74,9729.52,10988.22
Line_3,2024-04-02,15635.83,343.08,4173.39,117.43,582.43,20852.16,9760.99,11091.23
Line_3,2024-04-03,15623.46,330.92,4163.72,119.29,589.54,20826.93,10030.82,10796.08
Line_3,2024-04-04,15498.79,346.22,4176.42,108.25,587.94,20717.62,9872.35,10845.24
Line_3,2024-04-05,15658.95,325.31,4079.59,112.25,581.64,20757.74,10000.71,10757.04
Line_3,2024-04-06,15601.77,337.95,4168.53,116.39,591.09,20815.73,10075.25,10740.45
Line_3,2024-04-07,2400.0,0.0,0.0,0.0,0.0,2400.0,1279.43,1120.57
Line_3,2024-04-08,15729.14,328.39,4166.0,116.41,597.82,20937.76,10148.8,10789.01
Line_3,2024-04-09,15628.65,331.86,4174.3,114.05,593.98,20842.84,10224.27,10618.54
Line_3,2024-04-10,15556.84,347.06,4127.89,112.75,580.54,20725.08,9990.86,10734.2
Line_3,2024-04-11,15676.46,346.6,4203.66,118.04,576.1,20920.86,10191.4,10729.45
Line_3,2024-04-12,15634.99,319.57,4132.24,116.06,593.04,20795.9,10145.41,10650.47
Line_3,2024-04-13,15508.71,338.97,4187.75,108.48,580.23,20724.14,10044.24,10679.87
Line_3,2024-04-14,2400.0,0.0,0.0,0.0,0.0,2400.0,1283.85,1116.15
Line_3,2024-04-15,15524.55,340.71,4134.14,116.7,575.27,20691.37,10238.24,10453.16
Line_3,2024-04-16,15639.78,352.1,4152.47,121.64,572.94,20838.93,10049.78,10789.15
Line_3,2024-04-17,15507.49,340.85,4180.66,116.42,587.62,20733.04,10167.33,10565.64
Line_3,2024-04-18,15705.91,349.07,4197.48,108.29,574.21,20934.96,9893.9,11041.09
Line_3,2024-04-19,15800.28,332.56,4203.01,113.62,588.48,21037.95,9973.57,11064.39
Line_3,2024-04-20,15635.51,352.67,4199.3,112.7,575.11,20875.29,10131.53,10743.81
Line_3,2024-04-21,2400.0,0.0,0.0,0.0,0.0,2400.0,1297.14,1102.86
Line_3,2024-04-22,15568.71,360.04,4166.76,108.59,595.63,20799.73,10134.82,10664.92
Line_3,2024-04-23,15537.03,338.73,4147.88,124.93,587.58,20736.15,10258.92,10477.26
Line_3,2024-04-24,15541.0,350.86,4211.37,114.75,584.0,20801.98,9971.65,10830.31
Line_3,2024-04-25,15453.35,340.3,4106.93,108.2,593.64,20602.42,10123.4,10478.94
Line_3,2024-04-26,15521.7,315.15,4186.12,118.21,587.92,20729.1,10305.97,10423.1
Line_3,2024-04-27,15508.74,348.23,4139.0,121.45,575.85,20693.27,10375.98,10317.27
Line_3,2024-04-28,2400.0,0.0,0.0,0.0,0.0,2400.0,1301.56,1098.44
Line_3,2024-04-29,15564.51,339.36,4187.02,115.49,585.95,20792.33,10473.57,10318.76
Line_3,2024-04-30,15708.24,328.73,4166.75,116.89,593.5,20914.11,10436.91,10477.28
Line_3,2024-05-01,14665.85,335.14,3793.38,104.49,530.78,19429.64,10085.13,9344.53
Line_3,2024-05-02,14735.06,340.89,3813.66,110.37,537.7,19537.68,10204.88,9332.82
Line_3,2024-05-03,14609.19,341.5,3821.83,106.55,538.26,19417.33,10170.53,9246.81
Line_3,2024-05-04,14792.51,357.14,3772.54,97.36,552.39,19571.94,10228.78,9343.21
Line_3,2024-05-05,2400.0,0.0,0.0,0.0,0.0,2400.0,1314.84,1085.16
Line_3,2024-05-06,14646.56,347.95,3788.22,100.84,532.67,19416.24,10136.27,9279.97
Line_3,2024-05-07,14810.25,356.19,3813.12,105.59,527.6,19612.75,10270.08,9342.72
Line_3,2024-05-08,14783.18,347.05,3758.15,105.65,534.02,19528.05,10272.05,9255.98
Line_3,2024-05-09,14689.33,349.21,3782.22,98.27,552.11,19471.14,10233.47,9237.67
Line_3,2024-05-10,14515.5,340.69,3834.05,105.9,529.75,19325.89,9935.95,9389.98
Line_3,2024-05-11,14634.26,336.64,3811.15,109.04,546.09,19437.18,9759.53,9677.61
Line_3,2024-05-12,2400.0,0.0,0.0,0.0,0.0,2400.0,1314.84,1085.16
Line_3,2024-05-13,14640.08,326.35,3808.43,102.31,535.33,19412.5,9203.85,10208.63
Line_3,2024-05-14,14682.09,341.43,3806.09,107.19,538.26,19475.06,10244.24,9230.79
Line_3,2024-05-15,14597.37,335.92,3788.0,108.99,539.01,19369.29,10063.06,9306.26
Line_3,2024-05-16,14734.8,337.6,3821.98,116.84,557.44,19568.66,10000.3,9568.29
Line_3,2024-05-17,14602.55,346.65,3795.25,105.84,540.93,19391.22,10083.71,9307.55
Line_3,2024-05-18,14461.55,342.21,3775.92,100.94,546.6,19227.22,9987.86,9239.4
Line_3,2024-05-19,2400.0,0.0,0.0,0.0,0.0,2400.0,1297.14,1102.86
Line_3,2024-05-20,14661.82,342.08,3804.82,105.51,537.41,19451.64,9925.16,9526.49
Line_3,2024-05-21,14647.73,334.15,3806.69,102.73,532.01,19423.31,9947.92,9475.35
Line_3,2024-05-22,14577.46,334.12,3838.51,105.91,542.23,19398.23,10171.24,9227.05
Line_3,2024-05-23,14613.07,340.78,3822.25,103.58,530.86,19410.54,10152.76,9257.74
Line_3,2024-05-24,14557.64,343.72,3784.71,104.18,539.16,19329.41,10104.47,9224.96
Line_3,2024-05-25,14823.55,348.11,3765.11,106.71,540.74,19584.22,9283.86,10300.4
Line_3,2024-05-26,2400.0,0.0,0.0,0.0,0.0,2400.0,1328.12,1071.88
Line_3,2024-05-27,14600.38,345.66,3806.11,100.93,545.09,19398.17,10088.87,9309.34
Line_3,2024-05-28,14791.59,346.64,3790.88,101.54,541.76,19572.41,10306.64,9265.76
Line_3,2024-05-29,14680.47,333.37,3799.61,103.48,534.99,19451.92,10334.62,9117.25
Line_3,2024-05-30,14522.91,330.25,3807.51,112.33,543.45,19316.45,10192.57,9123.87
Line_3,2024-05-31,14737.51,347.31,3815.58,108.24,550.93,19559.57,10339.83,9219.73
Line_3,2024-06-01,14530.5,330.41,3815.91,102.02,528.15,19306.99,10000.5,9306.54
Line_3,2024-06-02,2400.0,0.0,0.0,0.0,0.0,2400.0,1345.83,1054.17
Line_3,2024-06-03,14576.55,336.01,3827.84,100.42,537.46,19378.28,8509.93,10868.33
Line_3,2024-06-04,14745.21,339.45,3826.21,107.07,547.56,19565.5,9854.99,9710.52
Line_3,2024-06-05,14707.94,325.35,3809.97,111.3,539.02,19493.58,9140.77,10352.84
Line_3,2024-06-06,14906.33,351.36,3819.21,105.45,549.59,19731.94,10130.77,9601.17
Line_3,2024-06-07,14738.85,354.3,3760.34,101.55,539.0,19494.04,8192.79,11301.27
Line_3,2024-06-08,14719.02,333.0,3805.13,104.9,525.73,19487.78,7630.81,11856.94
Line_3,2024-06-09,2400.0,0.0,0.0,0.0,0.0,2400.0,1289.64,1110.36
Line_3,2024-06-10,14674.79,329.47,3820.48,99.08,540.73,19464.55,8266.37,11198.21
Line_3,2024-06-11,14701.88,348.37,3798.18,106.23,539.65,19494.31,8369.14,11125.18
Line_3,2024-06-12,14641.18,353.34,3851.97,103.3,549.82,19499.61,8487.12,11012.47
Line_3,2024-06-13,14718.75,345.6,3797.95,109.61,549.35,19521.26,8955.93,10565.32
Line_3,2024-06-14,14722.31,339.01,3800.77,107.68,542.08,19511.85,9321.61,10190.22
Line_3,2024-06-15,14596.55,332.99,3825.26,104.72,530.66,19390.18,10050.47,9339.73
Line_3,2024-06-16,2400.0,0.0,0.0,0.0,0.0,2400.0,1331.46,1068.54
Line_3,2024-06-17,14658.71,349.93,3855.14,109.47,545.76,19519.01,9978.27,9540.7
Line_3,2024-06-18,14679.0,336.75,3807.27,111.01,540.94,19474.97,9994.2,9480.67
Line_3,2024-06-19,14640.05,335.24,3784.81,107.34,545.98,19413.42,9887.66,9525.72
Line_3,2024-06-20,14630.69,339.01,3779.7,105.45,535.02,19389.87,8802.12,10587.74
Line_3,2024-06-21,14596.82,337.76,3801.33,100.51,537.36,19373.78,8555.89,10817.89
Line_3,2024-06-22,14729.13,344.68,3773.2,108.05,537.72,19492.78,8620.84,10871.94
Line_3,2024-06-23,2400.0,0.0,0.0,0.0,0.0,2400.0,1336.98,1063.02
Line_3,2024-06-24,14696.22,338.29,3814.43,110.73,534.53,19494.2,9012.68,10481.46
Line_3,2024-06-25,14722.48,345.47,3839.12,96.27,546.84,19550.18,8894.06,10656.12
Line_3,2024-06-26,14762.8,341.81,3841.04,109.3,544.79,19599.74,8195.01,11404.74
Line_3,2024-06-27,14644.36,337.88,3778.38,101.7,529.84,19392.16,7954.18,11438.03
Line_3,2024-06-28,14723.04,346.63,3772.13,112.27,539.64,19493.71,8618.13,10875.58
Line_3,2024-06-29,14705.0,357.09,3782.35,104.65,553.6,19502.69,8369.14,11133.54
Line_3,2024-06-30,2400.0,0.0,0.0,0.0,0.0,2400.0,1303.36,1096.64
Line_3,2024-07-01,14749.63,339.39,3798.09,105.29,554.58,19546.98,8868.73,10678.23
Line_3,2024-07-02,14559.65,346.31,3786.17,103.49,549.08,19344.7,8716.37,10628.41
Line_3,2024-07-03,14609.0,347.98,3767.89,99.9,541.43,19366.2,8597.67,10768.54
Line_3,2024-07-04,14859.62,347.36,3807.84,107.28,539.92,19662.02,8405.93,11256.12
Line_3,2024-07-05,14634.96,337.19,3804.49,110.83,536.97,19424.44,8752.61,10671.85
Line_3,2024-07-06,14814.19,352.51,3831.22,109.25,533.94,19641.11,8372.5,11268.55
Line_3,2024-07-07,2400.0,0.0,0.0,0.0,0.0,2400.0,1277.24,1122.76
Line_3,2024-07-08,14779.05,337.73,3789.26,99.34,539.03,19544.41,8548.32,10996.12
Line_3,2024-07-09,14570.26,325.37,3797.09,98.75,533.79,19325.26,8293.33,11031.98
Line_3,2024-07-10,14665.13,337.46,3850.43,106.64,550.93,19510.59,8769.37,10741.2
Line_3,2024-07-11,14735.05,334.93,3760.99,108.89,545.37,19485.23,9084.04,10401.12
Line_3,2024-07-12,14741.43,335.34,3819.98,97.07,539.28,19533.1,8360.37,11172.73
Line_3,2024-07-13,14768.77,340.88,3791.97,105.31,542.65,19549.58,8857.97,10691.54
Line_3,2024-07-14,2400.0,0.0,0.0,0.0,0.0,2400.0,1250.49,1149.51
Line_3,2024-07-15,14561.71,322.62,3810.48,106.78,530.18,19331.77,7596.27,11735.47
Line_3,2024-07-16,14742.74,328.14,3826.95,102.2,542.61,19542.64,7802.77,11739.92
Line_3,2024-07-17,14739.8,332.78,3787.61,115.11,526.98,19502.28,6862.44,12639.79
Line_3,2024-07-18,14591.66,331.05,3833.6,108.39,541.06,19405.76,7654.89,11750.96
Line_3,2024-07-19,14628.9,345.5,3780.39,104.27,535.56,19394.62,5435.22,13959.41
Line_3,2024-07-20,14751.39,344.89,3799.46,104.87,536.75,19537.36,7695.68,11841.72
Line_3,2024-07-21,2400.0,0.0,0.0,0.0,0.0,2400.0,1261.09,1138.91
Line_3,2024-07-22,14763.44,348.22,3778.68,105.07,531.83,19527.24,8730.19,10797.11
Line_3,2024-07-23,14580.39,340.76,3809.67,104.74,543.0,19378.56,7572.66,11805.89
Line_3,2024-07-24,14785.87,333.54,3830.27,99.22,529.6,19578.5,8453.1,11125.31
Line_3,2024-07-25,14635.76,336.56,3779.45,105.31,531.25,19388.33,8420.79,10967.54
Line_3,2024-07-26,14551.65,338.38,3773.91,114.27,533.94,19312.15,8639.98,10672.2
Line_3,2024-07-27,14855.69,334.9,3783.57,108.1,544.54,19626.8,7281.25,12345.48
Line_3,2024-07-28,2400.0,0.0,0.0,0.0,0.0,2400.0,1308.44,1091.56
Line_3,2024-07-29,14806.85,338.74,3761.28,106.39,545.58,19558.84,9280.63,10278.24
Line_3,2024-07-30,14640.67,343.02,3814.36,103.51,548.12,19449.68,8725.45,10724.21
Line_3,2024-07-31,14678.4,343.85,3786.8,109.13,553.91,19472.09,8500.44,10971.64
Line_3,2024-08-01,13153.94,289.11,3388.32,95.98,478.53,17405.88,7458.32,9947.5
Line_3,2024-08-02,13121.59,284.59,3342.8,95.92,465.37,17310.27,6673.12,10637.13
Line_3,2024-08-03,13270.6,281.7,3340.44,94.82,474.37,17461.93,6934.06,10527.82
Line_3,2024-08-04,2400.0,0.0,0.0,0.0,0.0,2400.0,1304.9,1095.1
Line_3,2024-08-05,13011.37,276.07,3340.72,92.37,476.19,17196.72,7598.59,9598.15
Line_3,2024-08-06,12940.21,275.17,3324.76,93.22,472.37,17105.73,7505.58,9600.17
Line_3,2024-08-07,13124.4,275.2,3353.13,94.94,478.91,17326.58,7351.37,9975.2
Line_3,2024-08-08,13038.18,276.41,3339.5,96.02,461.25,17211.36,7389.15,9822.23
Line_3,2024-08-09,13092.44,276.91,3353.73,94.35,484.93,17302.36,7745.78,9556.59
Line_3,2024-08-10,13187.12,275.48,3328.74,90.16,465.06,17346.56,7708.38,9638.18
Line_3,2024-08-11,2400.0,0.0,0.0,0.0,0.0,2400.0,1310.42,1089.58
Line_3,2024-08-12,13023.0,277.52,3345.06,91.52,466.76,17203.86,7838.06,9365.82
Line_3,2024-08-13,13150.15,278.47,3360.53,94.15,480.51,17363.81,7915.46,9448.35
Line_3,2024-08-14,13171.32,277.43,3372.02,98.02,472.5,17391.29,8007.28,9384.04
Line_3,2024-08-15,13103.22,271.84,3359.36,96.91,476.27,17307.6,7644.19,9663.37
Line_3,2024-08-16,13063.25,278.9,3352.8,93.8,475.81,17264.56,7786.97,9477.59
Line_3,2024-08-17,13083.71,286.28,3348.17,91.94,466.17,17276.27,7630.54,9645.77
Line_3,2024-08-18,2400.0,0.0,0.0,0.0,0.0,2400.0,1292.71,1107.29
Line_3,2024-08-19,13118.21,265.82,3337.4,97.66,489.12,17308.21,7585.6,9722.59
Line_3,2024-08-20,12989.02,302.96,3346.49,89.7,486.35,17214.52,6952.52,10261.98
Line_3,2024-08-21,13063.65,276.47,3353.58,88.09,476.96,17258.75,7765.62,9493.13
Line_3,2024-08-22,13095.16,289.05,3348.44,93.75,465.03,17291.43,7301.55,9989.9
Line_3,2024-08-23,13002.22,274.96,3346.57,90.03,469.24,17183.02,7338.47,9844.57
Line_3,2024-08-24,13036.61,272.36,3318.91,92.13,461.18,17181.19,5526.9,11654.28
Line_3,2024-08-25,2400.0,0.0,0.0,0.0,0.0,2400.0,1268.38,1131.62
Line_3,2024-08-26,13070.24,263.62,3402.93,85.47,470.03,17292.29,7432.46,9859.79
Line_3,2024-08-27,12995.85,287.59,3337.21,96.2,473.46,17190.31,7425.57,9764.72
Line_3,2024-08-28,13247.9,292.52,3291.49,89.33,475.73,17396.97,7520.24,9876.75
Line_3,2024-08-29,13095.06,292.15,3371.27,93.57,473.32,17325.37,7593.78,9731.53
Line_3,2024-08-30,12992.56,276.74,3298.43,98.5,457.1,17123.33,7528.06,9595.29
Line_3,2024-08-31,13260.73,282.66,3310.53,89.75,460.05,17403.72,6326.34,11077.32
Line_3,2024-09-01,2400.0,0.0,0.0,0.0,0.0,2400.0,1212.66,1187.34
Line_3,2024-09-02,17355.12,407.87,4646.11,131.88,640.85,23181.83,9028.02,14153.81
Line_3,2024-09-03,17191.06,396.52,4627.98,131.22,636.34,22983.12,10740.86,12242.21
Line_3,2024-09-04,17250.95,395.2,4619.37,131.28,661.39,23058.19,10573.34,12484.85
Line_3,2024-09-05,17300.79,422.2,4648.86,121.53,652.28,23145.66,11077.57,12068.1
Line_3,2024-09-06,17192.8,395.3,4606.12,125.95,643.52,22963.69,11117.29,11846.41
Line_3,2024-09-07,17198.78,396.29,4609.13,131.15,659.86,22995.21,11037.25,11957.89
Line_3,2024-09-08,2400.0,0.0,0.0,0.0,0.0,2400.0,1273.7,1126.3
Line_3,2024-09-09,17245.51,411.92,4618.27,122.79,653.13,23051.62,10963.16,12088.48
Line_3,2024-09-10,17016.78,422.34,4612.33,129.57,659.2,22840.22,10938.52,11901.62
Line_3,2024-09-11,17193.91,390.82,4619.02,132.19,647.51,22983.45,11090.6,11892.93
Line_3,2024-09-12,17064.91,406.38,4647.07,132.64,643.28,22894.28,11111.63,11782.67
Line_3,2024-09-13,17426.17,396.9,4585.14,129.32,655.87,23193.4,11116.07,12077.42
Line_3,2024-09-14,17155.3,376.56,4556.81,123.39,650.0,22862.06,11039.14,11822.98
Line_3,2024-09-15,2400.0,0.0,0.0,0.0,0.0,2400.0,1279.43,1120.57
Line_3,2024-09-16,17167.05,405.7,4619.38,127.28,641.29,22960.7,10872.1,12088.61
Line_3,2024-09-17,17191.23,407.47,4585.83,128.91,642.28,22955.72,11007.93,11947.76
Line_3,2024-09-18,17303.81,386.02,4595.68,127.05,661.54,23074.1,11501.84,11572.26
Line_3,2024-09-19,17279.84,391.84,4630.94,123.96,649.39,23075.97,11108.46,11967.55
Line_3,2024-09-20,17273.0,397.69,4562.41,134.3,637.55,23004.95,10859.15,12145.81
Line_3,2024-09-21,17162.56,410.77,4625.97,125.77,627.39,22952.46,11017.58,11934.84
Line_3,2024-09-22,2400.0,0.0,0.0,0.0,0.0,2400.0,1265.29,1134.71
Line_3,2024-09-23,17174.41,398.52,4638.74,128.23,657.9,22997.8,9446.96,13550.87
Line_3,2024-09-24,17356.21,384.08,4616.53,127.57,653.15,23137.54,8601.44,14536.11
Line_3,2024-09-25,17155.68,415.69,4650.55,130.92,645.0,22997.84,8321.15,14676.66
Line_3,2024-09-26,17163.89,396.5,4633.96,124.78,644.2,22963.33,9889.6,13073.67
Line_3,2024-09-27,17204.88,399.34,4565.67,123.36,651.61,22944.86,10216.25,12728.57
Line_3,2024-09-28,17245.12,402.68,4599.22,118.27,661.66,23026.95,10919.52,12107.39
Line_3,2024-09-29,2400.0,0.0,0.0,0.0,0.0,2400.0,1266.61,1133.39
Line_3,2024-09-30,17278.7,405.51,4552.51,123.94,635.64,22996.3,10487.09,12509.2
Line_3,2024-10-01,17396.31,417.59,4645.66,128.71,662.9,23251.17,10875.04,12376.18
Line_3,2024-10-02,17174.2,403.94,4626.05,126.36,648.17,22978.72,10606.82,12371.9
Line_3,2024-10-03,17202.91,412.62,4649.47,122.1,655.74,23042.84,10469.07,12573.82
Line_3,2024-10-04,17035.36,409.67,4629.18,128.24,664.69,22867.14,10487.1,12379.96
Line_3,2024-10-05,17217.49,385.49,4625.25,128.96,666.5,23023.69,10452.6,12571.12
Line_3,2024-10-06,2400.0,0.0,0.0,0.0,0.0,2400.0,1262.84,1137.16
Line_3,2024-10-07,17272.61,402.32,4684.88,133.43,661.02,23154.26,10724.07,12430.15
Line_3,2024-10-08,17274.11,409.26,4627.62,133.81,672.39,23117.19,9990.3,13126.87
Line_3,2024-10-09,17160.27,407.72,4591.09,131.38,641.99,22932.45,10069.63,12862.87
