date,Temperature_C,Cloud_Cover_Pct,Solar_Irradiance_W_m2,Direct_Normal_Irradiance_W_m2,Solar_Generation_KW
2024-01-03 00:00:00,20.880499,5.0,0.0,0.0,0.0
2024-01-03 01:00:00,19.9805,17.0,0.0,0.0,0.0
2024-01-03 02:00:00,20.4805,12.0,0.0,0.0,0.0
2024-01-03 03:00:00,19.5805,64.0,0.0,0.0,0.0
2024-01-03 04:00:00,19.880499,12.0,0.0,0.0,0.0
2024-01-03 05:00:00,19.1805,14.0,0.0,0.0,0.0
2024-01-03 06:00:00,19.2305,8.0,0.0,0.0,0.0
2024-01-03 07:00:00,19.4805,92.0,14.0,54.135048,350.0
2024-01-03 08:00:00,21.630499,85.0,117.0,166.92836,2925.0
2024-01-03 09:00:00,23.1805,89.0,265.0,252.48735,6625.0
2024-01-03 10:00:00,24.630499,10.0,333.0,189.82245,8325.0
2024-01-03 11:00:00,27.280499,100.0,701.0,815.1711,17525.0
2024-01-03 12:00:00,27.380499,97.0,453.0,201.87328,11325.0
2024-01-03 13:00:00,28.1805,10.0,549.0,337.2774,13725.0
2024-01-03 14:00:00,29.0805,10.0,705.0,797.5966,17625.0
2024-01-03 15:00:00,29.380499,18.0,579.0,768.6152,14475.0
2024-01-03 16:00:00,29.2305,41.0,392.0,662.4273,9800.0
2024-01-03 17:00:00,28.4305,10.0,181.0,463.55685,4525.0
2024-01-03 18:00:00,26.0805,23.0,22.0,93.081345,550.0
2024-01-03 19:00:00,24.3305,24.0,0.0,0.0,0.0
2024-01-03 20:00:00,23.8305,28.0,0.0,0.0,0.0
2024-01-03 21:00:00,23.4305,93.0,0.0,0.0,0.0
2024-01-03 22:00:00,22.3305,58.0,0.0,0.0,0.0
2024-01-03 23:00:00,21.8305,89.0,0.0,0.0,0.0
2024-01-04 00:00:00,21.630499,100.0,0.0,0.0,0.0
2024-01-04 01:00:00,21.2305,96.0,0.0,0.0,0.0
2024-01-04 02:00:00,20.4305,100.0,0.0,0.0,0.0
2024-01-04 03:00:00,20.530499,100.0,0.0,0.0,0.0
2024-01-04 04:00:00,19.5805,99.0,0.0,0.0,0.0
2024-01-04 05:00:00,19.380499,98.0,0.0,0.0,0.0
2024-01-04 06:00:00,20.880499,94.0,0.0,0.0,0.0
2024-01-04 07:00:00,20.630499,100.0,13.0,54.4947,325.0
2024-01-04 08:00:00,22.2305,100.0,77.0,63.465546,1925.0
2024-01-04 09:00:00,23.0805,19.0,137.0,92.17574,3425.0
2024-01-04 10:00:00,25.780499,22.0,540.0,691.7566,13500.0
2024-01-04 11:00:00,27.1805,52.0,653.0,696.4296,16325.0
2024-01-04 12:00:00,27.630499,53.0,634.0,585.611,15850.0
2024-01-04 13:00:00,28.2305,41.0,636.0,560.35175,15900.0
2024-01-04 14:00:00,28.1805,43.0,632.0,654.56555,15800.0
2024-01-04 15:00:00,28.130499,52.0,500.0,576.17285,12500.0
2024-01-04 16:00:00,27.6805,30.0,358.0,530.38007,8950.0
2024-01-04 17:00:00,26.630499,39.0,165.0,387.9495,4125.0
2024-01-04 18:00:00,24.880499,34.0,21.0,82.851006,525.0
2024-01-04 19:00:00,24.3305,19.0,0.0,0.0,0.0
2024-01-04 20:00:00,24.4305,31.0,0.0,0.0,0.0
2024-01-04 21:00:00,23.130499,38.0,0.0,0.0,0.0
2024-01-04 22:00:00,22.880499,84.0,0.0,0.0,0.0
2024-01-04 23:00:00,22.630499,84.0,0.0,0.0,0.0
2024-01-05 00:00:00,20.9305,100.0,0.0,0.0,0.0
2024-01-05 01:00:00,20.0805,88.0,0.0,0.0,0.0
2024-01-05 02:00:00,19.3305,86.0,0.0,0.0,0.0
2024-01-05 03:00:00,18.9805,46.0,0.0,0.0,0.0
2024-01-05 04:00:00,18.9805,16.0,0.0,0.0,0.0
2024-01-05 05:00:00,18.030499,94.0,0.0,0.0,0.0
2024-01-05 06:00:00,18.9305,11.0,0.0,0.0,0.0
2024-01-05 07:00:00,19.0805,1.0,13.0,54.8414,325.0
2024-01-05 08:00:00,20.9305,27.0,162.0,487.2516,4050.0
2024-01-05 09:00:00,23.2305,73.0,376.0,688.75885,9400.0
2024-01-05 10:00:00,25.530499,91.0,566.0,780.11414,14150.0
2024-01-05 11:00:00,27.4305,85.0,709.0,835.5789,17725.0
2024-01-05 12:00:00,28.6805,88.0,783.0,854.8405,19575.0
2024-01-05 13:00:00,29.7305,22.0,792.0,867.30664,19800.0
2024-01-05 14:00:00,30.3305,17.0,691.0,777.2203,17275.0
2024-01-05 15:00:00,30.4305,24.0,538.0,691.6621,13450.0
2024-01-05 16:00:00,29.9805,56.0,367.0,582.87836,9175.0
2024-01-05 17:00:00,28.9805,26.0,169.0,392.14932,4225.0
2024-01-05 18:00:00,25.9805,36.0,23.0,91.044815,575.0
2024-01-05 19:00:00,24.6805,36.0,0.0,0.0,0.0
2024-01-05 20:00:00,23.630499,60.0,0.0,0.0,0.0
2024-01-05 21:00:00,23.030499,40.0,0.0,0.0,0.0
2024-01-05 22:00:00,21.9805,40.0,0.0,0.0,0.0
2024-01-05 23:00:00,21.4805,27.0,0.0,0.0,0.0
2024-01-06 00:00:00,21.2305,95.0,0.0,0.0,0.0
2024-01-06 01:00:00,20.7305,76.0,0.0,0.0,0.0
2024-01-06 02:00:00,20.1805,100.0,0.0,0.0,0.0
2024-01-06 03:00:00,20.8305,94.0,0.0,0.0,0.0
2024-01-06 04:00:00,20.4805,88.0,0.0,0.0,0.0
2024-01-06 05:00:00,20.1805,100.0,0.0,0.0,0.0
2024-01-06 06:00:00,20.4305,36.0,0.0,0.0,0.0
2024-01-06 07:00:00,20.4805,8.0,12.0,44.138874,300.0
2024-01-06 08:00:00,22.2305,6.0,157.0,461.86798,3925.0
2024-01-06 09:00:00,24.380499,24.0,370.0,675.4034,9250.0
2024-01-06 10:00:00,26.5805,47.0,563.0,783.59595,14075.0
2024-01-06 11:00:00,28.2305,26.0,678.0,777.3338,16950.0
2024-01-06 12:00:00,29.280499,26.0,759.0,818.9865,18975.0
2024-01-06 13:00:00,29.6805,25.0,712.0,714.62305,17800.0
2024-01-06 14:00:00,29.9305,25.0,642.0,688.5237,16050.0
2024-01-06 15:00:00,29.880499,15.0,517.0,622.6146,12925.0
2024-01-06 16:00:00,29.2305,100.0,358.0,555.72546,8950.0
2024-01-06 17:00:00,28.630499,100.0,112.0,89.34899,2800.0
2024-01-06 18:00:00,25.4805,64.0,22.0,72.04047,550.0
2024-01-06 19:00:00,24.2305,86.0,0.0,0.0,0.0
2024-01-06 20:00:00,23.5805,32.0,0.0,0.0,0.0
2024-01-06 21:00:00,22.630499,34.0,0.0,0.0,0.0
2024-01-06 22:00:00,21.8305,23.0,0.0,0.0,0.0
2024-01-06 23:00:00,21.130499,2.0,0.0,0.0,0.0
2024-01-07 00:00:00,20.280499,14.0,0.0,0.0,0.0
2024-01-07 01:00:00,20.130499,14.0,0.0,0.0,0.0
2024-01-07 02:00:00,19.8305,7.0,0.0,0.0,0.0
2024-01-07 03:00:00,19.780499,74.0,0.0,0.0,0.0
2024-01-07 04:00:00,20.8305,74.0,0.0,0.0,0.0
2024-01-07 05:00:00,20.780499,15.0,0.0,0.0,0.0
2024-01-07 06:00:00,20.880499,89.0,0.0,0.0,0.0
2024-01-07 07:00:00,21.030499,95.0,9.0,22.194895,225.0
2024-01-07 08:00:00,21.9805,27.0,120.0,206.5833,3000.0
2024-01-07 09:00:00,23.7305,31.0,356.0,609.69794,8900.0
2024-01-07 10:00:00,25.4305,15.0,515.0,634.3254,12875.0
2024-01-07 11:00:00,26.9805,12.0,653.0,707.823,16325.0
2024-01-07 12:00:00,28.130499,18.0,765.0,817.9241,19125.0
2024-01-07 13:00:00,29.0805,2.0,768.0,810.42975,19200.0
2024-01-07 14:00:00,29.380499,4.0,719.0,832.3511,17975.0
2024-01-07 15:00:00,29.4305,7.0,584.0,777.55646,14600.0
2024-01-07 16:00:00,28.9805,13.0,395.0,675.2302,9875.0
2024-01-07 17:00:00,27.9305,19.0,188.0,488.7576,4700.0
2024-01-07 18:00:00,26.1805,7.0,24.0,97.98311,600.0
2024-01-07 19:00:00,24.8305,4.0,0.0,0.0,0.0
2024-01-07 20:00:00,24.0805,10.0,0.0,0.0,0.0
2024-01-07 21:00:00,23.530499,18.0,0.0,0.0,0.0
2024-01-07 22:00:00,23.130499,31.0,0.0,0.0,0.0
2024-01-07 23:00:00,22.880499,33.0,0.0,0.0,0.0
2024-01-08 00:00:00,22.2305,27.0,0.0,0.0,0.0
2024-01-08 01:00:00,21.7305,31.0,0.0,0.0,0.0
2024-01-08 02:00:00,21.2305,16.0,0.0,0.0,0.0
2024-01-08 03:00:00,20.6805,2.0,0.0,0.0,0.0
2024-01-08 04:00:00,20.280499,13.0,0.0,0.0,0.0
2024-01-08 05:00:00,19.8305,14.0,0.0,0.0,0.0
2024-01-08 06:00:00,19.4305,87.0,0.0,0.0,0.0
2024-01-08 07:00:00,19.4805,97.0,12.0,44.623627,300.0
2024-01-08 08:00:00,21.380499,46.0,119.0,198.10042,2975.0
2024-01-08 09:00:00,23.780499,38.0,330.0,489.13412,8250.0
2024-01-08 10:00:00,25.3305,88.0,520.0,639.3101,13000.0
2024-01-08 11:00:00,26.6805,100.0,671.0,721.29767,16775.0
2024-01-08 12:00:00,28.3305,100.0,759.0,780.774,18975.0
2024-01-08 13:00:00,29.1805,100.0,695.0,653.20154,17375.0
2024-01-08 14:00:00,30.1805,100.0,665.0,665.7779,16625.0
2024-01-08 15:00:00,30.2305,100.0,548.0,635.9725,13700.0
2024-01-08 16:00:00,29.780499,100.0,368.0,543.47485,9200.0
2024-01-08 17:00:00,28.8305,99.0,160.0,278.33533,4000.0
2024-01-08 18:00:00,25.9805,14.0,22.0,61.684277,550.0
2024-01-08 19:00:00,25.0805,53.0,0.0,0.0,0.0
2024-01-08 20:00:00,24.380499,31.0,0.0,0.0,0.0
2024-01-08 21:00:00,23.880499,16.0,0.0,0.0,0.0
2024-01-08 22:00:00,23.280499,10.0,0.0,0.0,0.0
2024-01-08 23:00:00,22.5805,65.0,0.0,0.0,0.0
2024-01-09 00:00:00,22.030499,88.0,0.0,0.0,0.0
2024-01-09 01:00:00,21.6805,99.0,0.0,0.0,0.0
2024-01-09 02:00:00,21.4305,100.0,0.0,0.0,0.0
2024-01-09 03:00:00,21.0805,100.0,0.0,0.0,0.0
2024-01-09 04:00:00,20.630499,100.0,0.0,0.0,0.0
2024-01-09 05:00:00,20.380499,100.0,0.0,0.0,0.0
2024-01-09 06:00:00,21.2305,100.0,0.0,0.0,0.0
2024-01-09 07:00:00,21.4805,100.0,6.0,0.0,150.0
2024-01-09 08:00:00,22.2305,100.0,72.0,36.97277,1800.0
2024-01-09 09:00:00,23.3305,99.0,193.0,71.28096,4825.0
2024-01-09 10:00:00,25.780499,100.0,474.0,471.2845,11850.0
2024-01-09 11:00:00,27.5805,100.0,595.0,554.8646,14875.0
2024-01-09 12:00:00,29.030499,100.0,716.0,671.7343,17900.0
2024-01-09 13:00:00,29.630499,100.0,722.0,706.6279,18050.0
2024-01-09 14:00:00,30.0805,100.0,664.0,666.7278,16600.0
2024-01-09 15:00:00,29.7305,100.0,419.0,390.82687,10475.0
2024-01-09 16:00:00,28.7305,100.0,138.0,64.87906,3450.0
2024-01-09 17:00:00,27.780499,100.0,76.0,22.666712,1900.0
2024-01-09 18:00:00,25.8305,98.0,15.0,34.875473,375.0
2024-01-09 19:00:00,25.030499,100.0,0.0,0.0,0.0
2024-01-09 20:00:00,24.1805,100.0,0.0,0.0,0.0
2024-01-09 21:00:00,22.9805,100.0,0.0,0.0,0.0
2024-01-09 22:00:00,23.1805,100.0,0.0,0.0,0.0
2024-01-09 23:00:00,23.030499,100.0,0.0,0.0,0.0
2024-01-10 00:00:00,23.130499,100.0,0.0,0.0,0.0
2024-01-10 01:00:00,22.5805,100.0,0.0,0.0,0.0
2024-01-10 02:00:00,22.2305,100.0,0.0,0.0,0.0
2024-01-10 03:00:00,21.8305,100.0,0.0,0.0,0.0
2024-01-10 04:00:00,21.3305,100.0,0.0,0.0,0.0
2024-01-10 05:00:00,20.4805,100.0,0.0,0.0,0.0
2024-01-10 06:00:00,20.2305,86.0,0.0,0.0,0.0
2024-01-10 07:00:00,20.2305,82.0,11.0,33.777214,275.0
2024-01-10 08:00:00,21.7305,87.0,140.0,333.6783,3500.0
2024-01-10 09:00:00,23.380499,41.0,344.0,565.756,8600.0
2024-01-10 10:00:00,25.0805,15.0,528.0,654.0795,13200.0
2024-01-10 11:00:00,27.030499,8.0,703.0,832.12683,17575.0
2024-01-10 12:00:00,28.4305,12.0,783.0,855.34863,19575.0
2024-01-10 13:00:00,29.3305,19.0,790.0,849.99255,19750.0
2024-01-10 14:00:00,29.780499,3.0,727.0,831.13776,18175.0
2024-01-10 15:00:00,29.9305,68.0,595.0,786.83527,14875.0
2024-01-10 16:00:00,29.4305,33.0,402.0,641.13,10050.0
2024-01-10 17:00:00,28.630499,42.0,182.0,396.8074,4550.0
2024-01-10 18:00:00,27.6805,99.0,16.0,0.0,400.0
2024-01-10 19:00:00,26.880499,100.0,0.0,0.0,0.0
2024-01-10 20:00:00,26.8305,100.0,0.0,0.0,0.0
2024-01-10 21:00:00,25.9805,92.0,0.0,0.0,0.0
2024-01-10 22:00:00,24.530499,21.0,0.0,0.0,0.0
2024-01-10 23:00:00,23.5805,2.0,0.0,0.0,0.0
2024-01-11 00:00:00,23.130499,4.0,0.0,0.0,0.0
2024-01-11 01:00:00,22.6805,8.0,0.0,0.0,0.0
2024-01-11 02:00:00,22.2305,5.0,0.0,0.0,0.0
2024-01-11 03:00:00,21.5805,6.0,0.0,0.0,0.0
2024-01-11 04:00:00,20.9305,18.0,0.0,0.0,0.0
2024-01-11 05:00:00,20.380499,45.0,0.0,0.0,0.0
2024-01-11 06:00:00,20.130499,11.0,0.0,0.0,0.0
2024-01-11 07:00:00,20.1805,41.0,11.0,45.2136,275.0
2024-01-11 08:00:00,22.130499,49.0,155.0,469.18155,3875.0
2024-01-11 09:00:00,24.130499,57.0,370.0,684.7786,9250.0
2024-01-11 10:00:00,26.280499,29.0,568.0,795.9418,14200.0
2024-01-11 11:00:00,28.2305,23.0,717.0,857.79333,17925.0
2024-01-11 12:00:00,29.530499,21.0,800.0,885.9474,20000.0
2024-01-11 13:00:00,30.280499,0.0,811.0,892.5348,20275.0
2024-01-11 14:00:00,30.7305,0.0,747.0,875.0329,18675.0
2024-01-11 15:00:00,30.8305,0.0,615.0,830.2738,15375.0
2024-01-11 16:00:00,30.4305,0.0,428.0,738.42053,10700.0
2024-01-11 17:00:00,29.030499,0.0,212.0,563.9075,5300.0
2024-01-11 18:00:00,26.4305,0.0,32.0,145.1761,800.0
2024-01-11 19:00:00,25.3305,0.0,0.0,0.0,0.0
2024-01-11 20:00:00,24.630499,0.0,0.0,0.0,0.0
2024-01-11 21:00:00,23.780499,79.0,0.0,0.0,0.0
2024-01-11 22:00:00,22.8305,62.0,0.0,0.0,0.0
2024-01-11 23:00:00,22.530499,61.0,0.0,0.0,0.0
2024-01-12 00:00:00,22.280499,66.0,0.0,0.0,0.0
2024-01-12 01:00:00,21.7305,75.0,0.0,0.0,0.0
2024-01-12 02:00:00,21.0805,89.0,0.0,0.0,0.0
2024-01-12 03:00:00,20.530499,93.0,0.0,0.0,0.0
2024-01-12 04:00:00,19.9805,96.0,0.0,0.0,0.0
2024-01-12 05:00:00,19.530499,87.0,0.0,0.0,0.0
2024-01-12 06:00:00,19.5805,84.0,0.0,0.0,0.0
2024-01-12 07:00:00,19.5805,1.0,12.0,56.706524,300.0
2024-01-12 08:00:00,21.7305,11.0,160.0,502.66284,4000.0
2024-01-12 09:00:00,24.130499,0.0,380.0,713.32336,9500.0
2024-01-12 10:00:00,26.4305,0.0,580.0,820.7287,14500.0
2024-01-12 11:00:00,28.3305,0.0,731.0,879.102,18275.0
2024-01-12 12:00:00,29.7305,0.0,818.0,909.9762,20450.0
2024-01-12 13:00:00,30.630499,9.0,830.0,915.8578,20750.0
2024-01-12 14:00:00,31.030499,58.0,765.0,898.31934,19125.0
2024-01-12 15:00:00,31.030499,9.0,631.0,852.69385,15775.0
2024-01-12 16:00:00,30.7305,1.0,442.0,764.44617,11050.0
2024-01-12 17:00:00,29.3305,0.0,220.0,588.35156,5500.0
2024-01-12 18:00:00,26.380499,0.0,34.0,152.17302,850.0
2024-01-12 19:00:00,25.4305,0.0,0.0,0.0,0.0
2024-01-12 20:00:00,25.0805,0.0,0.0,0.0,0.0
2024-01-12 21:00:00,24.4805,0.0,0.0,0.0,0.0
2024-01-12 22:00:00,23.3305,0.0,0.0,0.0,0.0
2024-01-12 23:00:00,22.780499,0.0,0.0,0.0,0.0
2024-01-13 00:00:00,22.130499,0.0,0.0,0.0,0.0
2024-01-13 01:00:00,21.5805,0.0,0.0,0.0,0.0
2024-01-13 02:00:00,20.9305,0.0,0.0,0.0,0.0
2024-01-13 03:00:00,20.4305,0.0,0.0,0.0,0.0
2024-01-13 04:00:00,19.8305,0.0,0.0,0.0,0.0
2024-01-13 05:00:00,19.4305,0.0,0.0,0.0,0.0
2024-01-13 06:00:00,19.2305,0.0,0.0,0.0,0.0
2024-01-13 07:00:00,19.5805,0.0,11.0,45.49376,275.0
2024-01-13 08:00:00,22.030499,2.0,158.0,489.41418,3950.0
2024-01-13 09:00:00,24.5805,5.0,377.0,703.66144,9425.0
2024-01-13 10:00:00,27.1805,0.0,577.0,813.22363,14425.0
2024-01-13 11:00:00,28.880499,0.0,727.0,869.4994,18175.0
2024-01-13 12:00:00,29.9805,43.0,810.0,894.2931,20250.0
2024-01-13 13:00:00,30.7305,49.0,820.0,897.36664,20500.0
2024-01-13 14:00:00,31.0805,35.0,756.0,878.19855,18900.0
2024-01-13 15:00:00,30.9805,41.0,623.0,832.13257,15575.0
2024-01-13 16:00:00,30.6805,13.0,436.0,743.59924,10900.0
2024-01-13 17:00:00,29.6805,13.0,212.0,539.49713,5300.0
2024-01-13 18:00:00,25.4805,13.0,34.0,142.30295,850.0
2024-01-13 19:00:00,24.9305,26.0,0.0,0.0,0.0
2024-01-13 20:00:00,24.130499,29.0,0.0,0.0,0.0
2024-01-13 21:00:00,23.380499,1.0,0.0,0.0,0.0
2024-01-13 22:00:00,22.280499,0.0,0.0,0.0,0.0
2024-01-13 23:00:00,21.530499,24.0,0.0,0.0,0.0
2024-01-14 00:00:00,22.380499,29.0,0.0,0.0,0.0
2024-01-14 01:00:00,20.9805,36.0,0.0,0.0,0.0
2024-01-14 02:00:00,21.0805,18.0,0.0,0.0,0.0
2024-01-14 03:00:00,20.780499,15.0,0.0,0.0,0.0
2024-01-14 04:00:00,20.280499,1.0,0.0,0.0,0.0
2024-01-14 05:00:00,23.530499,21.0,0.0,0.0,0.0
2024-01-14 06:00:00,23.130499,0.0,0.0,0.0,0.0
2024-01-14 07:00:00,20.8305,0.0,11.0,45.602554,275.0
2024-01-14 08:00:00,22.880499,0.0,158.0,485.2711,3950.0
2024-01-14 09:00:00,24.9805,0.0,376.0,696.2343,9400.0
2024-01-14 10:00:00,26.9805,0.0,576.0,802.2342,14400.0
2024-01-14 11:00:00,28.4305,0.0,727.0,864.0076,18175.0
2024-01-14 12:00:00,29.280499,4.0,812.0,888.7636,20300.0
2024-01-14 13:00:00,29.880499,6.0,820.0,881.39777,20500.0
2024-01-14 14:00:00,30.380499,3.0,756.0,859.4668,18900.0
2024-01-14 15:00:00,30.530499,2.0,626.0,825.86804,15650.0
2024-01-14 16:00:00,30.030499,6.0,437.0,733.44196,10925.0
2024-01-14 17:00:00,28.9805,3.0,220.0,556.4773,5500.0
2024-01-14 18:00:00,26.2305,0.0,36.0,149.19081,900.0
2024-01-14 19:00:00,25.130499,0.0,0.0,0.0,0.0
2024-01-14 20:00:00,23.9805,0.0,0.0,0.0,0.0
2024-01-14 21:00:00,22.7305,2.0,0.0,0.0,0.0
2024-01-14 22:00:00,22.280499,17.0,0.0,0.0,0.0
2024-01-14 23:00:00,21.780499,24.0,0.0,0.0,0.0
2024-01-15 00:00:00,21.630499,22.0,0.0,0.0,0.0
2024-01-15 01:00:00,21.4805,6.0,0.0,0.0,0.0
2024-01-15 02:00:00,20.780499,10.0,0.0,0.0,0.0
2024-01-15 03:00:00,20.3305,6.0,0.0,0.0,0.0
2024-01-15 04:00:00,19.5805,0.0,0.0,0.0,0.0
2024-01-15 05:00:00,20.5805,1.0,0.0,0.0,0.0
2024-01-15 06:00:00,19.3305,0.0,0.0,0.0,0.0
2024-01-15 07:00:00,19.4805,0.0,11.0,45.691597,275.0
2024-01-15 08:00:00,21.3305,0.0,160.0,494.95874,4000.0
2024-01-15 09:00:00,23.8305,0.0,381.0,710.05237,9525.0
2024-01-15 10:00:00,25.7305,0.0,583.0,818.14453,14575.0
2024-01-15 11:00:00,27.280499,0.0,734.0,875.15356,18350.0
2024-01-15 12:00:00,28.4305,0.0,821.0,902.2239,20525.0
2024-01-15 13:00:00,29.0805,0.0,833.0,908.127,20825.0
2024-01-15 14:00:00,29.530499,0.0,770.0,890.46173,19250.0
2024-01-15 15:00:00,29.7305,30.0,636.0,844.74603,15900.0
2024-01-15 16:00:00,29.4805,85.0,445.0,752.6734,11125.0
2024-01-15 17:00:00,28.380499,94.0,225.0,573.10016,5625.0
2024-01-15 18:00:00,25.6805,57.0,37.0,155.92734,925.0
2024-01-15 19:00:00,24.5805,94.0,0.0,0.0,0.0
2024-01-15 20:00:00,23.6805,88.0,0.0,0.0,0.0
2024-01-15 21:00:00,25.380499,88.0,0.0,0.0,0.0
2024-01-15 22:00:00,22.4805,70.0,0.0,0.0,0.0
2024-01-15 23:00:00,21.630499,91.0,0.0,0.0,0.0
2024-01-16 00:00:00,20.780499,100.0,0.0,0.0,0.0
2024-01-16 01:00:00,20.530499,100.0,0.0,0.0,0.0
2024-01-16 02:00:00,20.0805,100.0,0.0,0.0,0.0
2024-01-16 03:00:00,19.530499,98.0,0.0,0.0,0.0
2024-01-16 04:00:00,19.2305,97.0,0.0,0.0,0.0
2024-01-16 05:00:00,18.280499,100.0,0.0,0.0,0.0
2024-01-16 06:00:00,17.880499,93.0,0.0,0.0,0.0
2024-01-16 07:00:00,18.630499,95.0,11.0,45.764984,275.0
2024-01-16 08:00:00,21.1805,98.0,161.0,499.81363,4025.0
2024-01-16 09:00:00,24.0805,94.0,384.0,714.2252,9600.0
2024-01-16 10:00:00,26.2305,100.0,586.0,820.424,14650.0
2024-01-16 11:00:00,27.8305,98.0,737.0,873.6414,18425.0
2024-01-16 12:00:00,29.030499,100.0,823.0,899.0542,20575.0
2024-01-16 13:00:00,29.780499,100.0,835.0,904.57263,20875.0
2024-01-16 14:00:00,30.130499,100.0,769.0,879.6872,19225.0
2024-01-16 15:00:00,30.030499,93.0,632.0,811.70044,15800.0
2024-01-16 16:00:00,29.6805,92.0,449.0,754.9584,11225.0
2024-01-16 17:00:00,28.8305,77.0,228.0,582.2752,5700.0
2024-01-16 18:00:00,27.5805,100.0,38.0,162.51826,950.0
2024-01-16 19:00:00,24.7305,96.0,0.0,0.0,0.0
2024-01-16 20:00:00,22.130499,100.0,0.0,0.0,0.0
2024-01-16 21:00:00,21.380499,98.0,0.0,0.0,0.0
2024-01-16 22:00:00,20.630499,94.0,0.0,0.0,0.0
2024-01-16 23:00:00,20.130499,95.0,0.0,0.0,0.0
2024-01-17 00:00:00,19.530499,100.0,0.0,0.0,0.0
2024-01-17 01:00:00,18.9805,100.0,0.0,0.0,0.0
2024-01-17 02:00:00,18.4305,100.0,0.0,0.0,0.0
2024-01-17 03:00:00,18.8305,100.0,0.0,0.0,0.0
2024-01-17 04:00:00,17.4805,100.0,0.0,0.0,0.0
2024-01-17 05:00:00,16.5805,99.0,0.0,0.0,0.0
2024-01-17 06:00:00,16.4305,94.0,0.0,0.0,0.0
2024-01-17 07:00:00,17.2305,100.0,11.0,45.817837,275.0
2024-01-17 08:00:00,20.7305,70.0,160.0,490.48636,4000.0
2024-01-17 09:00:00,23.4805,76.0,383.0,711.1457,9575.0
2024-01-17 10:00:00,25.4805,44.0,587.0,822.5853,14675.0
2024-01-17 11:00:00,27.030499,52.0,740.0,878.9814,18500.0
2024-01-17 12:00:00,28.2305,90.0,827.0,905.93506,20675.0
