Line_ID,Date,Melting_kWh,Core_Making_kWh,Moulding_kWh,Ladle_kWh,Processing_kWh,Total_Line_kWh,Solar_Used_kWh,Grid_Used_kWh
Line_2,2024-04-20,27123.61,1508.88,6949.55,199.53,1215.43,36997.0,17536.58,19460.39
Line_2,2024-04-21,2400.0,0.0,0.0,0.0,0.0,2400.0,1297.14,1102.86
Line_2,2024-04-22,27235.62,1526.9,6909.44,182.23,1228.36,37082.55,17905.34,19177.25
Line_2,2024-04-23,27254.97,1504.51,6943.77,190.27,1217.08,37110.6,18354.36,18756.22
Line_2,2024-04-24,27124.67,1519.76,6854.26,187.67,1196.9,36883.26,17682.98,19200.32
Line_2,2024-04-25,27018.86,1502.22,6903.16,180.91,1209.51,36814.66,18091.38,18723.24
Line_2,2024-04-26,27098.67,1512.28,6915.2,198.17,1210.34,36934.66,18238.26,18696.35
Line_2,2024-04-27,27276.04,1530.78,6947.55,182.83,1225.91,37163.11,18461.3,18701.83
Line_2,2024-04-28,2400.0,0.0,0.0,0.0,0.0,2400.0,1301.56,1098.44
Line_2,2024-04-29,27103.19,1516.61,6891.41,188.97,1239.31,36939.49,18434.84,18504.66
Line_2,2024-04-30,27255.56,1501.66,6890.04,202.83,1208.32,37058.41,18367.7,18690.78
Line_2,2024-05-01,24917.01,1353.67,7164.8,168.61,1077.09,34681.18,16565.97,18115.06
Line_2,2024-05-02,24930.49,1337.72,7187.98,173.6,1089.99,34719.78,16882.5,17837.28
Line_2,2024-05-03,24862.3,1311.7,7182.57,166.67,1084.18,34607.42,16859.3,17748.08
Line_2,2024-05-04,24877.65,1339.75,7136.9,169.9,1091.2,34615.4,16838.14,17777.22
Line_2,2024-05-05,2400.0,0.0,0.0,0.0,0.0,2400.0,1314.84,1085.16
Line_2,2024-05-06,24889.63,1354.65,7188.49,168.5,1089.44,34690.71,16778.52,17912.27
Line_2,2024-05-07,24953.08,1349.14,7226.87,174.17,1088.73,34791.99,16784.87,18007.11
Line_2,2024-05-08,24670.41,1357.76,7244.39,171.21,1100.79,34544.56,16719.08,17825.42
Line_2,2024-05-09,24862.07,1358.2,7200.42,176.57,1065.47,34662.73,16831.01,17831.76
Line_2,2024-05-10,24906.15,1369.31,7208.21,174.58,1082.34,34740.59,16451.19,18289.29
Line_2,2024-05-11,24939.86,1356.07,7228.71,180.51,1107.96,34813.11,16216.55,18596.61
Line_2,2024-05-12,2400.0,0.0,0.0,0.0,0.0,2400.0,1314.84,1085.16
Line_2,2024-05-13,24987.62,1352.21,7236.0,170.91,1076.32,34823.06,15327.54,19495.56
Line_2,2024-05-14,24815.88,1358.11,7211.73,176.66,1085.43,34647.81,16811.6,17836.24
Line_2,2024-05-15,24875.27,1348.27,7253.77,160.58,1093.16,34731.05,16818.24,17912.9
Line_2,2024-05-16,24786.0,1354.55,7200.82,162.45,1072.75,34576.57,16165.96,18410.61
Line_2,2024-05-17,24667.0,1363.61,7201.72,176.89,1077.83,34487.05,16817.43,17669.54
Line_2,2024-05-18,24869.59,1348.53,7246.31,182.07,1079.91,34726.41,16494.26,18232.1
Line_2,2024-05-19,2400.0,0.0,0.0,0.0,0.0,2400.0,1297.14,1102.86
Line_2,2024-05-20,24809.37,1364.76,7201.28,164.96,1089.35,34629.72,16070.9,18558.82
Line_2,2024-05-21,24913.61,1340.15,7213.42,165.55,1100.68,34733.41,16152.1,18581.21
Line_2,2024-05-22,25042.35,1351.37,7170.78,166.55,1078.33,34809.38,16880.98,17928.38
Line_2,2024-05-23,24909.39,1348.27,7134.77,179.7,1098.26,34670.39,16929.76,17740.65
Line_2,2024-05-24,24902.85,1346.84,7124.94,161.66,1076.55,34612.84,16916.47,17696.44
Line_2,2024-05-25,24799.22,1320.81,7228.5,190.24,1067.15,34605.92,14768.28,19837.79
Line_2,2024-05-26,2400.0,0.0,0.0,0.0,0.0,2400.0,1328.12,1071.88
Line_2,2024-05-27,24820.22,1356.97,7223.37,167.14,1083.71,34651.41,16328.03,18323.43
Line_2,2024-05-28,24748.56,1344.02,7203.32,169.53,1085.05,34550.48,16739.35,17811.12
Line_2,2024-05-29,24854.58,1361.85,7126.25,178.44,1100.54,34621.66,17220.59,17401.07
Line_2,2024-05-30,25057.78,1327.81,7168.45,172.59,1095.34,34821.97,17082.01,17740.04
Line_2,2024-05-31,24843.01,1348.73,7216.23,172.58,1094.2,34674.75,16969.35,17705.47
Line_2,2024-06-01,27146.16,1508.76,6882.44,183.65,1235.08,36956.09,18928.29,18027.79
Line_2,2024-06-02,2400.0,0.0,0.0,0.0,0.0,2400.0,1345.83,1054.17
Line_2,2024-06-03,27166.12,1505.32,6945.19,185.91,1191.66,36994.2,16018.79,20975.42
Line_2,2024-06-04,27030.05,1502.93,6951.83,189.77,1213.67,36888.25,17569.2,19319.06
Line_2,2024-06-05,27047.35,1511.99,6861.98,189.05,1221.76,36832.13,16423.49,20408.58
Line_2,2024-06-06,27071.28,1524.77,6914.09,174.38,1213.09,36897.61,18624.92,18272.69
Line_2,2024-06-07,26936.05,1509.39,6917.31,185.48,1185.48,36733.71,15315.7,21418.1
Line_2,2024-06-08,27120.8,1504.75,6996.73,184.89,1213.47,37020.64,14325.55,22695.02
Line_2,2024-06-09,2400.0,0.0,0.0,0.0,0.0,2400.0,1289.64,1110.36
Line_2,2024-06-10,26997.85,1495.52,6978.75,188.71,1200.12,36860.95,15145.31,21715.67
Line_2,2024-06-11,27237.84,1505.7,6931.63,186.7,1222.88,37084.75,15278.64,21806.09
Line_2,2024-06-12,27094.15,1486.24,6882.21,188.78,1216.78,36868.16,15550.46,21317.75
Line_2,2024-06-13,27176.03,1526.03,6931.98,191.33,1233.78,37059.15,16615.95,20443.18
Line_2,2024-06-14,27010.46,1497.01,6923.99,181.13,1201.18,36813.77,17478.98,19334.81
Line_2,2024-06-15,27306.42,1505.73,6934.28,184.23,1199.12,37129.78,18695.41,18434.34
Line_2,2024-06-16,2400.0,0.0,0.0,0.0,0.0,2400.0,1331.46,1068.54
Line_2,2024-06-17,27016.89,1498.72,6949.85,186.99,1215.43,36867.88,18499.7,18368.17
Line_2,2024-06-18,26906.48,1533.63,7031.1,184.76,1203.26,36859.23,18462.69,18396.48
Line_2,2024-06-19,27207.05,1493.05,6948.41,187.66,1228.72,37064.89,18144.9,18919.96
Line_2,2024-06-20,27076.75,1491.65,6970.41,174.05,1206.36,36919.22,16492.98,20426.28
Line_2,2024-06-21,27140.07,1524.85,6966.04,184.8,1218.92,37034.68,15592.37,21442.28
Line_2,2024-06-22,27095.7,1522.43,6970.09,186.63,1214.6,36989.45,15831.2,21158.24
Line_2,2024-06-23,2400.0,0.0,0.0,0.0,0.0,2400.0,1336.98,1063.02
Line_2,2024-06-24,27022.03,1514.73,6937.38,188.85,1203.97,36866.96,16672.79,20194.18
Line_2,2024-06-25,27119.66,1537.52,6960.47,187.99,1201.16,37006.8,16627.72,20379.07
Line_2,2024-06-26,26894.43,1502.96,6913.72,197.15,1212.63,36720.89,14998.81,21722.12
Line_2,2024-06-27,27089.1,1537.56,6949.24,193.7,1199.13,36968.73,14776.06,22192.7
Line_2,2024-06-28,27170.15,1527.33,6949.76,189.45,1209.91,37046.6,16278.28,20768.32
Line_2,2024-06-29,27124.92,1496.27,6986.21,187.12,1196.73,36991.25,15794.96,21196.24
Line_2,2024-06-30,2400.0,0.0,0.0,0.0,0.0,2400.0,1303.36,1096.64
Line_2,2024-07-01,23333.85,1275.54,6708.34,165.76,1005.37,32488.86,14313.88,18174.92
Line_2,2024-07-02,23481.25,1271.73,6648.52,156.44,1031.84,32589.78,14050.53,18539.28
Line_2,2024-07-03,23583.52,1261.75,6668.58,162.58,1023.91,32700.34,14280.36,18419.91
Line_2,2024-07-04,23486.67,1290.06,6671.45,169.18,1028.33,32645.69,12979.5,19666.22
Line_2,2024-07-05,23359.7,1263.85,6650.73,153.37,1031.64,32459.29,13957.68,18501.59
Line_2,2024-07-06,23397.33,1271.58,6607.83,159.94,1010.7,32447.38,13518.49,18928.85
Line_2,2024-07-07,2400.0,0.0,0.0,0.0,0.0,2400.0,1277.24,1122.76
Line_2,2024-07-08,23440.5,1276.48,6638.79,157.67,1026.27,32539.71,13496.78,19042.88
Line_2,2024-07-09,23448.16,1294.0,6687.08,152.22,1053.78,32635.24,13865.96,18769.28
Line_2,2024-07-10,23197.45,1268.56,6681.77,166.01,1034.84,32348.63,14379.08,17969.46
Line_2,2024-07-11,23356.06,1251.15,6749.12,158.3,1018.22,32532.85,14814.88,17717.99
Line_2,2024-07-12,23288.68,1278.85,6645.47,159.33,1020.95,32393.28,13426.23,18967.08
Line_2,2024-07-13,23361.45,1277.07,6682.34,171.95,1042.27,32535.08,13734.44,18800.64
Line_2,2024-07-14,2400.0,0.0,0.0,0.0,0.0,2400.0,1250.49,1149.51
Line_2,2024-07-15,23365.03,1291.72,6671.91,156.19,1024.95,32509.8,11768.39,20741.5
Line_2,2024-07-16,23407.47,1268.34,6702.46,168.03,1007.89,32554.19,11429.74,21124.35
Line_2,2024-07-17,23213.87,1298.39,6633.2,160.77,1029.0,32335.23,10876.53,21458.65
Line_2,2024-07-18,23475.36,1298.5,6689.21,168.52,1034.02,32665.61,12257.07,20408.46
Line_2,2024-07-19,23443.68,1273.13,6615.73,170.12,1031.89,32534.55,8987.42,23547.1
Line_2,2024-07-20,23287.89,1270.81,6616.47,148.56,1001.67,32325.4,11515.19,20810.25
Line_2,2024-07-21,2400.0,0.0,0.0,0.0,0.0,2400.0,1261.09,1138.91
Line_2,2024-07-22,23438.36,1287.23,6715.97,154.77,1017.9,32614.23,13681.47,18932.71
Line_2,2024-07-23,23385.53,1269.65,6631.48,160.72,1024.23,32471.61,11642.66,20829.03
Line_2,2024-07-24,23333.73,1272.41,6677.19,162.85,1036.83,32483.01,13471.04,19012.03
Line_2,2024-07-25,23164.93,1290.56,6620.63,158.85,1032.87,32267.84,13794.66,18473.2
Line_2,2024-07-26,23320.42,1273.78,6701.67,163.68,1002.77,32462.32,14208.31,18253.96
Line_2,2024-07-27,23304.02,1265.03,6678.9,158.04,1024.28,32430.27,11674.75,20755.51
Line_2,2024-07-28,2400.0,0.0,0.0,0.0,0.0,2400.0,1308.44,1091.56
Line_2,2024-07-29,23437.8,1287.98,6708.5,152.49,1030.64,32617.41,14370.92,18246.54
Line_2,2024-07-30,23263.17,1270.82,6658.01,163.67,1036.85,32392.52,13888.75,18503.71
Line_2,2024-07-31,23180.78,1264.64,6689.03,145.51,1050.75,32330.71,13518.26,18812.32
Line_2,2024-08-01,23309.84,1277.48,6656.91,152.95,1040.59,32437.77,15105.07,17332.71
Line_2,2024-08-02,23381.54,1258.42,6667.98,165.46,1008.5,32481.9,13577.28,18904.74
Line_2,2024-08-03,23243.02,1264.55,6645.74,165.69,1053.81,32372.81,13326.43,19046.28
Line_2,2024-08-04,2400.0,0.0,0.0,0.0,0.0,2400.0,1304.9,1095.1
Line_2,2024-08-05,23428.13,1302.17,6632.38,148.82,1032.18,32543.68,15576.74,16966.9
Line_2,2024-08-06,23293.8,1282.05,6619.16,164.37,1010.29,32369.67,15323.55,17046.13
Line_2,2024-08-07,23280.22,1261.42,6634.3,156.88,1033.73,32366.55,15060.37,17306.12
Line_2,2024-08-08,23266.5,1284.01,6662.09,157.87,1021.33,32391.8,15192.41,17199.43
Line_2,2024-08-09,23384.41,1266.96,6653.36,169.19,1030.93,32504.85,15464.61,17040.28
Line_2,2024-08-10,23284.77,1264.73,6697.06,159.89,1033.82,32440.27,15617.13,16823.15
Line_2,2024-08-11,2400.0,0.0,0.0,0.0,0.0,2400.0,1310.42,1089.58
Line_2,2024-08-12,23387.98,1265.36,6729.75,158.58,1013.44,32555.11,15944.04,16611.1
Line_2,2024-08-13,23521.69,1261.15,6620.97,164.74,1009.4,32577.95,15945.44,16632.51
Line_2,2024-08-14,23428.25,1291.61,6605.4,165.65,1005.93,32496.84,15923.45,16573.42
Line_2,2024-08-15,23399.81,1266.78,6659.51,158.97,1005.59,32490.66,15551.79,16938.82
Line_2,2024-08-16,23256.91,1245.19,6658.94,158.1,1052.46,32371.6,15510.52,16861.05
Line_2,2024-08-17,23420.58,1289.99,6688.02,163.31,1043.38,32605.28,15599.63,17005.66
Line_2,2024-08-18,2400.0,0.0,0.0,0.0,0.0,2400.0,1292.71,1107.29
Line_2,2024-08-19,23541.01,1288.79,6617.65,158.52,1038.7,32644.67,15541.8,17102.83
Line_2,2024-08-20,23354.63,1286.47,6623.49,150.81,1024.04,32439.44,14182.18,18257.28
Line_2,2024-08-21,23337.17,1284.28,6561.36,167.55,1026.88,32377.24,15618.87,16758.3
Line_2,2024-08-22,23477.54,1271.51,6668.43,158.61,1038.58,32614.67,14749.03,17865.64
Line_2,2024-08-23,23308.49,1274.49,6606.83,159.93,1059.48,32409.22,14809.69,17599.41
Line_2,2024-08-24,23260.84,1269.2,6750.73,159.8,1028.62,32469.19,11696.09,20773.14
Line_2,2024-08-25,2400.0,0.0,0.0,0.0,0.0,2400.0,1268.38,1131.62
Line_2,2024-08-26,23324.25,1288.87,6569.43,157.16,1036.87,32376.58,15000.57,17376.05
Line_2,2024-08-27,23189.38,1285.81,6625.13,162.47,1019.42,32282.21,15078.53,17203.71
Line_2,2024-08-28,23524.12,1278.36,6621.15,152.52,1019.3,32595.45,15277.6,17317.93
Line_2,2024-08-29,23398.07,1286.01,6651.14,158.27,1013.29,32506.78,15189.59,17317.29
Line_2,2024-08-30,23444.79,1275.46,6634.74,151.08,1034.61,32540.68,15285.06,17255.6
Line_2,2024-08-31,23365.25,1266.89,6687.6,174.96,1011.88,32506.58,12961.53,19544.98
Line_2,2024-09-01,2400.0,0.0,0.0,0.0,0.0,2400.0,1212.66,1187.34
Line_2,2024-09-02,27096.61,1504.43,6944.44,189.73,1204.48,36939.69,13899.89,23039.73
Line_2,2024-09-03,27232.13,1496.41,6888.7,203.34,1214.64,37035.22,16999.76,20035.49
Line_2,2024-09-04,27016.84,1497.36,6957.9,200.48,1205.04,36877.62,16361.7,20515.8
Line_2,2024-09-05,27235.02,1482.29,6994.41,175.22,1212.25,37099.19,17510.01,19589.19
Line_2,2024-09-06,27082.97,1511.9,6937.28,188.01,1208.94,36929.1,17554.12,19374.98
Line_2,2024-09-07,27220.29,1508.56,6856.94,186.22,1235.35,37007.36,17466.3,19541.11
Line_2,2024-09-08,2400.0,0.0,0.0,0.0,0.0,2400.0,1273.7,1126.3
Line_2,2024-09-09,27106.6,1501.97,6962.27,202.93,1199.67,36973.44,17321.1,19652.32
Line_2,2024-09-10,26900.32,1495.87,6984.38,188.08,1214.05,36782.7,17313.82,19468.88
Line_2,2024-09-11,27140.85,1502.71,6944.13,188.46,1199.85,36976.0,17563.14,19412.86
Line_2,2024-09-12,27066.81,1520.97,6938.06,182.66,1209.94,36918.44,17830.07,19088.3
Line_2,2024-09-13,27340.35,1504.17,6929.42,179.61,1194.0,37147.55,17459.29,19688.27
Line_2,2024-09-14,27159.24,1481.91,6924.5,189.68,1220.12,36975.45,17447.06,19528.38
Line_2,2024-09-15,2400.0,0.0,0.0,0.0,0.0,2400.0,1279.43,1120.57
Line_2,2024-09-16,27079.58,1501.36,6964.29,181.05,1214.83,36941.11,17061.33,19879.81
Line_2,2024-09-17,27115.29,1517.44,6951.46,192.47,1197.85,36974.51,17523.54,19450.98
Line_2,2024-09-18,27219.88,1476.13,6988.77,189.06,1214.19,37088.03,18010.98,19077.0
Line_2,2024-09-19,27285.32,1501.59,6979.96,205.44,1232.89,37205.2,17470.46,19734.64
Line_2,2024-09-20,27166.08,1514.02,6922.48,185.23,1215.02,37002.83,17079.56,19923.32
Line_2,2024-09-21,27117.11,1497.42,6909.97,177.17,1209.76,36911.43,17308.18,19603.33
Line_2,2024-09-22,2400.0,0.0,0.0,0.0,0.0,2400.0,1265.29,1134.71
Line_2,2024-09-23,27222.06,1495.17,6906.55,185.86,1214.19,37023.83,14980.66,22043.21
Line_2,2024-09-24,27179.0,1505.89,6895.63,191.61,1221.68,36993.81,13294.94,23698.9
Line_2,2024-09-25,27154.03,1525.46,6946.11,191.85,1221.47,37038.92,13385.77,23653.01
Line_2,2024-09-26,27040.56,1508.29,6941.6,190.03,1208.52,36889.0,15613.69,21275.37
Line_2,2024-09-27,27006.14,1508.65,6927.59,185.05,1223.79,36851.22,16009.85,20841.43
Line_2,2024-09-28,27271.4,1512.64,6937.73,190.22,1234.36,37146.35,17315.16,19831.07
Line_2,2024-09-29,2400.0,0.0,0.0,0.0,0.0,2400.0,1266.61,1133.39
